alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_type,damage,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,crash_date_est_i,intersection_related_i,work_zone_i,dooring_i,private_property_i,veh_count,ppl_count,veh_first_contact_point_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_towed_i_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,year,month,day,hour,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,veh_truck_i,veh_mc_i,ppl_age_mean,ppl_age_min,ppl_age_max,cause_group
STRAIGHT AND LEVEL,1624,2025-09-22 04:06:00,2,4,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9535079634,"darkness, lighted road",-87.7491055826,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,4848,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-REAR""]","[""CHEVROLET"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""TRAX""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,4,0,night,41.95,-87.75,41.95_-87.75,0,0,,,,Other
STRAIGHT AND LEVEL,2212,2025-09-23 22:40:00,3,22,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.6916672313,"darkness, lighted road",-87.6809040827,NO INDICATION OF INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,dry,NOT APPLICABLE,W,2355,no controls,NOT DIVIDED,clear,,,,,,4,2,"[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""DODGE"", ""FORD""]","[""STRAIGHT AHEAD""]","[""AVENGER"", ""F150""]",[],"[""17"", ""19""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,22,0,evening,41.69,-87.68,41.69_-87.68,0,0,18.0,17.0,19.0,Speeding
STRAIGHT AND LEVEL,2213,2025-09-23 12:24:00,3,12,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.721150404,daylight,-87.658966651,NO INDICATION OF INJURY,2,15,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,1431,no controls,PARKING LOT,clear,,,,,1.0,4,0,"[""SIDE-LEFT-REAR"", ""UNKNOWN""]","[""TOYOTA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""COROLLA"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,23,12,0,morning,41.72,-87.66,41.72_-87.66,0,0,,,,Other
STRAIGHT AND LEVEL,131,2025-09-21 19:00:00,1,19,9,no injury / drive away,"OVER $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8529802641,,-87.6256484724,NO INDICATION OF INJURY,2,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,,UNABLE TO DETERMINE,S,2140,,NOT DIVIDED,,,,,,,4,0,"[""UNKNOWN""]","[""CHEVROLET"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""EQUINOX"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,19,1,evening,41.85,-87.63,41.85_-87.63,0,0,,,,Other
STRAIGHT AND LEVEL,1022,2025-09-24 13:27:00,4,13,9,no injury / drive away,"OVER $1,500",NO CONTROLS,REAR TO SIDE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8554028935,daylight,-87.6987075449,NO INDICATION OF INJURY,2,30,IMPROPER BACKING,NO DEFECTS,dry,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,W,2875,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""REAR"", ""UNKNOWN""]","[""INFINITI"", ""UNKNOWN""]","[""BACKING""]","[""ENGINE"", ""Q60""]",[],"[""36""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,13,0,afternoon,41.86,-87.7,41.86_-87.7,0,0,36.0,36.0,36.0,DUI/Impairment
STRAIGHT AND LEVEL,811,2025-09-19 16:08:00,6,16,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.794849958,daylight,-87.7672803563,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,NOT APPLICABLE,S,6021,no controls,NOT DIVIDED,clear,,,,,,3,1,"[""SIDE-LEFT-FRONT"", ""SIDE-RIGHT""]","[""NOVA BUS"", ""UNKNOWN""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""57""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,16,0,afternoon,41.79,-87.77,41.79_-87.77,0,0,57.0,57.0,57.0,Other
STRAIGHT AND LEVEL,2512,2025-09-23 17:13:00,3,17,9,no injury / drive away,"OVER $1,500",,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9309076045,"darkness, lighted road",-87.7858334631,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,N,2798,,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""CHRYSLER"", ""PORSCHE""]","[""STRAIGHT AHEAD""]","[""300M"", ""CAYENNE""]",[],"[""56""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,17,0,afternoon,41.93,-87.79,41.93_-87.79,0,0,56.0,56.0,56.0,Other
STRAIGHT AND LEVEL,2514,2025-09-20 04:40:00,7,4,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9363585305,"darkness, lighted road",-87.7567520048,NO INDICATION OF INJURY,5,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NO DEFECTS,wet,NOT APPLICABLE,N,3042,no controls,DIVIDED - W/MEDIAN (NOT RAISED),rain,,,,,,5,1,"[""FRONT-RIGHT-CORNER"", ""REAR"", ""REAR-RIGHT-CORNER"", ""SIDE-LEFT-FRONT""]","[""CHEVROLET"", ""FORD"", ""PONTIAC"", ""TOYOTA""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""EQUINOX"", ""ESCAPE"", ""PRIUS"", ""VIBE""]","[""Y""]","[""36""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,4,1,night,41.94,-87.76,41.94_-87.76,0,0,36.0,36.0,36.0,Other
STRAIGHT AND LEVEL,2223,2025-09-24 18:00:00,4,18,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7215344279,daylight,-87.6433619172,NO INDICATION OF INJURY,2,25,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,NOT APPLICABLE,S,9472,traffic signal,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-RIGHT-CORNER"", ""UNKNOWN""]","[""BMW"", ""HYUNDAI""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""SONATA"", ""X3""]",[],"[""37""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,18,0,afternoon,41.72,-87.64,41.72_-87.64,0,0,37.0,37.0,37.0,Other
STRAIGHT AND LEVEL,815,2025-09-21 00:35:00,1,0,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8077519558,"darkness, lighted road",-87.7258823749,NO INDICATION OF INJURY,2,35,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,FAILING TO REDUCE SPEED TO AVOID CRASH,S,4701,stop sign/flasher,ONE-WAY,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""CHEVROLET"", ""MAZDA""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""MALIBU"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""32""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,0,1,night,41.81,-87.73,41.81_-87.73,0,0,32.0,32.0,32.0,Following Too Closely
STRAIGHT AND LEVEL,1424,2025-09-22 08:35:00,2,8,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9053885538,daylight,-87.6869434036,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,N,1317,no controls,NOT DIVIDED,clear,,,,,,3,0,"[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""HINO"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""HINO"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,8,0,morning,41.91,-87.69,41.91_-87.69,0,0,,,,Other
STRAIGHT AND LEVEL,1433,2025-09-19 17:20:00,6,17,9,no injury / drive away,"OVER $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9100574634,daylight,-87.6615832998,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,FAILING TO REDUCE SPEED TO AVOID CRASH,N,1535,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""HONDA"", ""NISSAN""]","[""STRAIGHT AHEAD""]","[""FIT"", ""VERSA""]",[],"[""50""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,17,0,afternoon,41.91,-87.66,41.91_-87.66,0,0,50.0,50.0,50.0,Following Too Closely
STRAIGHT AND LEVEL,531,2025-09-24 20:47:00,4,20,9,no injury / drive away,$500 OR LESS,NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.6926610964,"darkness, lighted road",-87.6098845914,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,E,499,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-FRONT""]","[""FORD"", ""NOVA BUS""]","[""UNKNOWN/NA""]","[""LFS"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""39""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,20,0,evening,41.69,-87.61,41.69_-87.61,0,0,39.0,39.0,39.0,Other
STRAIGHT AND LEVEL,421,2025-09-24 16:35:00,4,16,9,no injury / drive away,"OVER $1,500",NO CONTROLS,FIXED OBJECT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7571563598,daylight,-87.558408913,NO INDICATION OF INJURY,1,0,IMPROPER BACKING,NO DEFECTS,dry,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,S,7600,no controls,OTHER,clear,,,,,,2,0,"[""REAR""]","[""CHEVROLET""]","[""STRAIGHT AHEAD""]","[""EQUINOX""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,16,0,afternoon,41.76,-87.56,41.76_-87.56,0,0,,,,DUI/Impairment
STRAIGHT AND LEVEL,925,2025-09-22 14:59:00,2,14,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,REAR TO FRONT,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,41.8189090987,daylight,-87.6387677994,NONINCAPACITATING INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,dry,FAILING TO REDUCE SPEED TO AVOID CRASH,W,505,stop sign/flasher,FOUR WAY,clear,,,,,,4,1,"[""REAR"", ""UNKNOWN""]","[""AUDI"", ""HYUNDAI""]","[""STRAIGHT AHEAD""]","[""80"", ""SANTA FE""]",[],"[""61""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,22,14,0,afternoon,41.82,-87.64,41.82_-87.64,0,0,61.0,61.0,61.0,Failure-to-Yield
STRAIGHT AND LEVEL,1031,2025-09-22 05:10:00,2,5,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8404136465,"darkness, lighted road",-87.724591462,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,2802,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""HONDA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""PILOT""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,5,0,night,41.84,-87.72,41.84_-87.72,0,0,,,,Other
STRAIGHT AND LEVEL,331,2025-09-20 06:35:00,7,6,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,OTHER OBJECT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7915339165,daylight,-87.5802087355,NO INDICATION OF INJURY,1,40,UNABLE TO DETERMINE,NO DEFECTS,wet,UNABLE TO DETERMINE,S,5698,traffic signal,FOUR WAY,other,,,,,,2,0,"[""FRONT-RIGHT-CORNER""]","[""CHRYSLER""]","[""UNKNOWN/NA""]","[""300""]","[""Y""]",[],"[""DEPLOYED, COMBINATION""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,6,1,night,41.79,-87.58,41.79_-87.58,0,0,,,,Other
STRAIGHT AND LEVEL,1511,2025-09-19 09:10:00,6,9,9,injury and / or tow due to crash,"$501 - $1,500",NO CONTROLS,PEDESTRIAN,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.8994384211,daylight,-87.7693501371,NONINCAPACITATING INJURY,2,20,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NO DEFECTS,dry,FAILING TO YIELD RIGHT-OF-WAY,N,1032,no controls,ALLEY,clear,1.0,,,,,2,1,"[""FRONT-RIGHT-CORNER""]","[""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""36""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,19,9,0,morning,41.9,-87.77,41.9_-87.77,0,0,36.0,36.0,36.0,Other
STRAIGHT AND LEVEL,121,2025-09-23 14:00:00,3,14,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8851921809,daylight,-87.6414408911,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,168,no controls,ONE-WAY,clear,,,,,,4,2,"[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT-REAR""]","[""DODGE"", ""NISSAN""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""RAM 1500 PU"", ""ROGUE""]",[],"[""33"", ""48""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,14,0,afternoon,41.89,-87.64,41.89_-87.64,0,0,40.5,33.0,48.0,Other
STRAIGHT AND LEVEL,1023,2025-09-22 15:30:00,2,15,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,41.8609014104,daylight,-87.6933966813,"REPORTED, NOT EVIDENT",2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,1504,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""SIDE-LEFT-REAR"", ""SIDE-RIGHT-FRONT""]","[""CHEVROLET"", ""HONDA""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""IMPALA"", ""ODYSSEY""]",[],"[""72""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,22,15,0,afternoon,41.86,-87.69,41.86_-87.69,0,0,72.0,72.0,72.0,Other
STRAIGHT AND LEVEL,634,2025-09-23 15:23:00,3,15,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7308507262,daylight,-87.6229294426,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,E,27,no controls,ONE-WAY,clear,1.0,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""REAR""]","[""TOYOTA"", ""VOLKSWAGEN""]","[""BACKING"", ""SLOW/STOP IN TRAFFIC""]","[""JETTA"", ""SIENNA""]",[],"[""66""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,15,0,afternoon,41.73,-87.62,41.73_-87.62,0,0,66.0,66.0,66.0,Other
STRAIGHT AND LEVEL,1213,2025-09-21 19:50:00,1,19,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8995252364,"darkness, lighted road",-87.6721335794,NO INDICATION OF INJURY,4,30,UNABLE TO DETERMINE,,dry,NOT APPLICABLE,W,1759,traffic signal,NOT DIVIDED,clear,,,,,,5,0,"[""REAR"", ""UNKNOWN""]","[""FORD"", ""HONDA"", ""JEEP"", ""TOYOTA""]","[""PARKED"", ""UNKNOWN/NA""]","[""HR-V"", ""OTHER (EXPLAIN IN NARRATIVE)"", ""PATRIOT"", ""PRIUS""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,19,1,evening,41.9,-87.67,41.9_-87.67,0,0,,,,Other
STRAIGHT AND LEVEL,1523,2025-09-20 18:00:00,7,18,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,41.8823981051,daylight,-87.761540817,"REPORTED, NOT EVIDENT",2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,5432,stop sign/flasher,FOUR WAY,clear,,,,,,4,1,"[""FRONT"", ""SIDE-LEFT""]","[""JAGUAR"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""MOTORIZED"", ""XJ""]",[],"[""37""]","[""DEPLOYED, FRONT"", ""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,20,18,1,afternoon,41.88,-87.76,41.88_-87.76,0,1,37.0,37.0,37.0,Other
STRAIGHT AND LEVEL,823,2025-09-21 15:00:00,1,15,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7814259381,daylight,-87.7134881582,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,3605,no controls,ONE-WAY,clear,,,,,,4,0,"[""SIDE-RIGHT"", ""UNKNOWN""]","[""DODGE"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""MOTORIZED"", ""RAM 1500 PU""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,15,1,afternoon,41.78,-87.71,41.78_-87.71,0,1,,,,Other
STRAIGHT AND LEVEL,1831,2025-09-23 09:30:00,3,9,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8942097339,daylight,-87.6369624484,NO INDICATION OF INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,,,UNABLE TO DETERMINE,N,665,no controls,DIVIDED - W/MEDIAN (NOT RAISED),,,,,,,4,0,"[""UNKNOWN""]","[""MAZDA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""MAZDA3"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,9,0,morning,41.89,-87.64,41.89_-87.64,0,0,,,,Speeding
STRAIGHT AND LEVEL,524,2025-09-20 03:30:00,7,3,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.6847765205,darkness,-87.6581007189,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,NOT APPLICABLE,S,11500,stop sign/flasher,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT"", ""UNKNOWN""]","[""AUDI"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""Q7""]","[""Y""]",[],"[""NOT APPLICABLE""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,3,1,night,41.68,-87.66,41.68_-87.66,0,0,,,,Other
STRAIGHT AND LEVEL,1811,2025-09-21 01:00:00,1,1,9,no injury / drive away,"OVER $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9148257868,"darkness, lighted road",-87.6533999838,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,N,1830,,NOT DIVIDED,clear,,,,,,4,0,"[""SIDE-LEFT"", ""UNKNOWN""]","[""JEEP"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""CHEROKEE"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,1,1,night,41.91,-87.65,41.91_-87.65,0,0,,,,Other
STRAIGHT AND LEVEL,431,2025-09-19 10:20:00,6,10,9,no injury / drive away,"OVER $1,500",NO CONTROLS,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7223623688,daylight,-87.5750546574,NO INDICATION OF INJURY,2,35,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NO DEFECTS,dry,UNABLE TO DETERMINE,E,2007,no controls,PARKING LOT,clear,,,,,,4,1,"[""REAR"", ""SIDE-RIGHT""]","[""CHEVROLET"", ""UNKNOWN""]","[""ENTERING TRAFFIC LANE FROM PARKING"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SILVERADO""]",[],"[""34""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,10,0,morning,41.72,-87.58,41.72_-87.58,0,0,34.0,34.0,34.0,Other
STRAIGHT AND LEVEL,1413,2025-09-20 09:15:00,7,9,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9211391685,,-87.7096644676,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,W,3256,no controls,NOT DIVIDED,,1.0,,,,,4,0,"[""SIDE-LEFT"", ""UNKNOWN""]","[""TOYOTA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""PRIUS""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,9,1,morning,41.92,-87.71,41.92_-87.71,0,0,,,,Other
STRAIGHT AND LEVEL,2012,2025-09-19 11:50:00,6,11,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.990676795,daylight,-87.6734189526,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,UNABLE TO DETERMINE,W,1747,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-RIGHT-CORNER"", ""REAR""]","[""CHEVROLET"", ""FORD""]","[""MERGING"", ""PASSING/OVERTAKING""]","[""EXPEDITION"", ""TRAIL BLAZER""]",[],"[""31""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,11,0,morning,41.99,-87.67,41.99_-87.67,0,0,31.0,31.0,31.0,Other
STRAIGHT AND LEVEL,1712,2025-09-23 09:30:00,3,9,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9720054071,daylight,-87.7271379595,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,NO DEFECTS,wet,NOT APPLICABLE,W,3934,no controls,DIVIDED - W/MEDIAN (NOT RAISED),rain,,,,,,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""TOYOTA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""CAMRY"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,23,9,0,morning,41.97,-87.73,41.97_-87.73,0,0,,,,Other
